   -0.920351982116699219E+02   -0.837297558784484863E+02    0.116312370245779761E+01    0.275140154022002381E+01    0.896809458732604980E+00   -0.887022422532608471E+04   -0.460515351937698814E+01    1
   -0.720145583152770996E+02   -0.937711596488952637E+02    0.256236562760825182E+00    0.112331321930408534E+01   -0.430673122406005859E+00   -0.853755004992942486E+04   -0.461515351937698259E+01    1
   -0.644461274147033691E+02   -0.843564987182617188E+02    0.175623799386843915E+01    0.134959581823313512E+01   -0.510954737663269043E+00   -0.754992864147643741E+04   -0.462515351937698149E+01    1
   -0.957630991935729980E+02   -0.351094961166381836E+02    0.644851812265194058E+00    0.406438390014352072E-01   -0.501363039016723633E+00   -0.703029251479780305E+04   -0.463515351937698661E+01    1
   -0.262114882469177246E+02   -0.950923085212707520E+02    0.230263096409162182E+01    0.100587369155194994E+01    0.125944733619689941E+00   -0.656157956948569972E+04   -0.464515351937698728E+01    1
   -0.786151289939880371E+02   -0.416696548461914062E+02    0.132420697643269424E-01    0.170249566869510698E-01   -0.984205842018127441E+00   -0.624339372714381352E+04   -0.465515351937698174E+01    1
   -0.225212812423706055E+02   -0.829905629158020020E+02    0.465789319090415682E-01    0.357303610753470086E-01    0.237258195877075195E+00   -0.575858029755434745E+04   -0.466515351937698153E+01    1
   -0.933434128761291504E+02    0.814903974533081055E+01    0.893990792664064116E+00    0.298325868855886034E+01   -0.112404584884643555E+00   -0.566748079068780589E+04   -0.467515351937698398E+01    1
   -0.931143760681152344E+02    0.126413106918334961E+02    0.578400907596561889E-01    0.885000511081015517E-01    0.181787014007568359E+00   -0.560647426402215115E+04   -0.468515351937698377E+01    1
   -0.174723625183105469E+02   -0.827047944068908691E+02    0.112051638370514017E+01    0.100392409583919037E-01   -0.628493309020996094E+00   -0.557839320131217846E+04   -0.469515351937698444E+01    1
   -0.753289818763732910E+02   -0.852378249168395996E+02    0.271907272850043782E+02    0.154367191278586169E+00   -0.441103219985961914E+00   -0.554307959592963834E+04   -0.470515351937698423E+01    1
   -0.917693138122558594E+02    0.213998675346374512E+02    0.146338481226245554E+01    0.951117237521104802E-01    0.240011215209960938E+00   -0.535677535721076401E+04   -0.471515351937698135E+01    1
   -0.930513620376586914E+02    0.318843364715576172E+02    0.197649977195078104E-01    0.454313400425658926E+02    0.461835145950317383E+00   -0.533859489223301171E+04   -0.472515351937698025E+01    1
   -0.836630344390869141E+02    0.945874333381652832E+02    0.198226874239316886E+01    0.306266658343762564E-01   -0.566672205924987793E+00   -0.515056248577262795E+04   -0.473515351937698448E+01    1
    0.740078687667846680E+02   -0.897946000099182129E+02    0.110988157514582700E+00    0.169340825671919992E+01    0.927392244338989258E-01   -0.505753774572579914E+04   -0.474515351937698782E+01    1
   -0.403877973556518555E+02   -0.607522368431091309E+02    0.397715411377885464E+00    0.394428029228349830E+01   -0.374143123626708984E-01   -0.504587592301676432E+04   -0.475515351937698494E+01    1
   -0.643392086029052734E+02   -0.444277167320251465E+02    0.782256911737784044E+01    0.377082209183515804E+01    0.112226128578186035E+00   -0.478197772995498417E+04   -0.476515351937698117E+01    1
   -0.733499765396118164E+02   -0.337948679924011230E+02    0.106522770995371214E+02    0.226525989565051988E+01   -0.815821766853332520E+00   -0.473496251226637378E+04   -0.477515351937698451E+01    1
   -0.671233534812927246E+02   -0.410858988761901855E+02    0.233896027729396133E+00    0.156403952018765331E+02   -0.900929212570190430E+00   -0.467630056624650570E+04   -0.478515351937698341E+01    1
   -0.359374642372131348E+02   -0.560152292251586914E+02    0.918401287851051684E+00    0.325229093220630361E+01    0.616841912269592285E+00   -0.467335521925565899E+04   -0.479515351937697876E+01    1
    0.769530534744262695E+02   -0.813465118408203125E+02    0.110377253009395204E+02    0.470769339688047295E+00   -0.129421949386596680E+00   -0.456769516400557859E+04   -0.480515351937698032E+01    1
   -0.811183333396911621E+02    0.800673365592956543E+02    0.187198407870253725E+01    0.396029282304686348E+02   -0.523094415664672852E+00   -0.453728201374599666E+04   -0.481515351937698277E+01    1
   -0.795575141906738281E+02    0.724734544754028320E+02    0.183445426738363571E+01    0.362515557069271850E+02    0.616281032562255859E+00   -0.451883961181291306E+04   -0.482515351937698345E+01    1
   -0.796625256538391113E+02   -0.713253021240234375E+01    0.389900531230205960E+01    0.324476331650798784E+02   -0.188464999198913574E+00   -0.444094469827449029E+04   -0.483515351937698323E+01    1
   -0.772019982337951660E+02    0.508068799972534180E+02    0.111162066481956506E+00    0.560350259716295085E+01    0.269735336303710938E+00   -0.436071896350370753E+04   -0.484515351937698480E+01    1
