    0.272257566452026367E+00    0.991854715347290039E+02   -0.423248703820072021E+07   -0.460515351937698814E+01    1
    0.482963025569915771E+00    0.974724781513214111E+02   -0.418526406757064443E+07   -0.461515351937698259E+01    1
    0.183053910732269287E+00    0.966413092613220215E+02   -0.394250032105941651E+07   -0.462515351937698149E+01    1
    0.365777313709259033E+00    0.941831159591674805E+02   -0.381323702530865092E+07   -0.463515351937698661E+01    1
    0.216031372547149658E+00    0.923191457986831665E+02   -0.356733352363001741E+07   -0.464515351937698728E+01    1
    0.949304103851318359E-01    0.927285081148147583E+02   -0.354168424233005242E+07   -0.465515351937698174E+01    1
    0.835442900657653809E+00    0.858608579635620117E+02   -0.331880682601263234E+07   -0.466515351937698153E+01    1
    0.287701964378356934E+00    0.841692584753036499E+02   -0.291533949088420067E+07   -0.467515351937698398E+01    1
    0.665767610073089600E+00    0.817394614219665527E+02   -0.289663599632516038E+07   -0.468515351937698377E+01    1
    0.332664072513580322E+00    0.835242289304733276E+02   -0.288462929404869583E+07   -0.469515351937698444E+01    1
    0.887207388877868652E-01    0.846891701221466064E+02   -0.286516920397748146E+07   -0.470515351937698423E+01    1
    0.481108307838439941E+00    0.817618322372436523E+02   -0.281330868229230819E+07   -0.471515351937698135E+01    1
    0.106044590473175049E+00    0.832010191679000854E+02   -0.275608255461072177E+07   -0.472515351937698025E+01    1
    0.818175137042999268E+00    0.781218212842941284E+02   -0.268307617820047680E+07   -0.473515351937698448E+01    1
    0.674632489681243896E+00    0.778004080057144165E+02   -0.259478997876580060E+07   -0.474515351937698782E+01    1
    0.558163464069366455E+00    0.782229816913604736E+02   -0.257551795482163783E+07   -0.475515351937698494E+01    1
    0.364705979824066162E+00    0.782518631219863892E+02   -0.249384820007416653E+07   -0.476515351937698117E+01    1
    0.520054638385772705E+00    0.770644265413284302E+02   -0.247273195329813194E+07   -0.477515351937698451E+01    1
    0.593853175640106201E+00    0.760310220718383789E+02   -0.242839921427926514E+07   -0.478515351937698341E+01    1
    0.880459666252136230E+00    0.741002541780471802E+02   -0.240962584982789354E+07   -0.479515351937697876E+01    1
    0.979380071163177490E+00    0.733087390661239624E+02   -0.239424490402748110E+07   -0.480515351937698032E+01    1
    0.778983235359191895E+00    0.730927479267120361E+02   -0.229453404329537740E+07   -0.481515351937698277E+01    1
    0.327948808670043945E+00    0.743627178668975830E+02   -0.219942345411861595E+07   -0.482515351937698345E+01    1
    0.313739955425262451E+00    0.742608100175857544E+02   -0.218663966724501783E+07   -0.483515351937698323E+01    1
    0.483820438385009766E-01    0.757273834943771362E+02   -0.218215177015947131E+07   -0.484515351937698480E+01    1
    0.627118289470672607E+00    0.720275312662124634E+02   -0.215806382940645562E+07   -0.485515351937698814E+01    1
    0.325767815113067627E+00    0.734687310457229614E+02   -0.213684638456859021E+07   -0.486515351937698437E+01    1
    0.113080859184265137E+00    0.744030797481536865E+02   -0.211675167052740604E+07   -0.487515351937698149E+01    1
    0.152121305465698242E+00    0.726834970712661743E+02   -0.201605738283231971E+07   -0.488515351937698572E+01    1
    0.918795287609100342E+00    0.676755291223526001E+02   -0.197963262857618369E+07   -0.489515351937698817E+01    1
    0.709200024604797363E+00    0.685471713542938232E+02   -0.195630585428305902E+07   -0.490515351937698973E+01    1
    0.678683698177337646E+00    0.680905234813690186E+02   -0.191491051821805513E+07   -0.491515351937698775E+01    1
    0.927856981754302979E+00    0.659345591068267822E+02   -0.186989481650005328E+07   -0.492515351937698220E+01    1
    0.317895054817199707E+00    0.685347664356231689E+02   -0.180924860371732665E+07   -0.493515351937698199E+01    1
    0.643226385116577148E+00    0.640551090240478516E+02   -0.164961048943285318E+07   -0.494515351937698799E+01    1
    0.962966203689575195E+00    0.621713119745254517E+02   -0.164887582026987779E+07   -0.495515351937699045E+01    1
    0.170954167842864990E+00    0.666290968656539917E+02   -0.163976213826024719E+07   -0.496515351937698846E+01    1
    0.821586072444915771E+00    0.615071570873260498E+02   -0.156020967324034311E+07   -0.497515351937698824E+01    1
    0.406556665897369385E+00    0.638177305459976196E+02   -0.155390271244176477E+07   -0.498515351937698359E+01    1
    0.979339659214019775E+00    0.599680685997009277E+02   -0.152451924365156773E+07   -0.499515351937698426E+01    1
    0.964692175388336182E+00    0.591468262672424316E+02   -0.147246742310590297E+07   -0.500515351937698583E+01    1
    0.385676741600036621E+00    0.620125329494476318E+02   -0.144338247347038332E+07   -0.501515351937698384E+01    1
    0.905274808406829834E+00    0.582753151655197144E+02   -0.140386677709545800E+07   -0.502515351937698451E+01    1
    0.419045686721801758E-01    0.626915121078491211E+02   -0.137092587783898506E+07   -0.503515351937698608E+01    1
    0.667497754096984863E+00    0.589528125524520874E+02   -0.136445873314419645E+07   -0.504515351937698409E+01    1
    0.194739758968353271E+00    0.615995252132415771E+02   -0.135925768966984772E+07   -0.505515351937698298E+01    1
    0.702291071414947510E+00    0.567488938570022583E+02   -0.125710653447108436E+07   -0.506515351937698455E+01    1
    0.821150064468383789E+00    0.557744258642196655E+02   -0.124249881782648922E+07   -0.507515351937697989E+01    1
    0.964160680770874023E+00    0.539816659688949585E+02   -0.119323816542566358E+07   -0.508515351937698501E+01    1
    0.987368524074554443E+00    0.532270836830139160E+02   -0.116182073025649181E+07   -0.509515351937699013E+01    1
    0.971483647823333740E+00    0.532112759351730347E+02   -0.115630187574265199E+07   -0.510515351937699080E+01    1
    0.188376426696777344E+00    0.577069705724716187E+02   -0.115302401788697811E+07   -0.511515351937698348E+01    1
    0.236329138278961182E+00    0.571215790510177612E+02   -0.113751837225756166E+07   -0.512515351937698238E+01    1
