    0.474056261737246354E+00    0.103357405384746954E+02   -0.325368891569023759E+02
    0.537583893007085423E+00    0.987901995445585612E+01   -0.314052182569581859E+02
    0.532771765961889909E+00    0.995224868378978300E+01   -0.312378681560642875E+02
    0.518113159108724464E+00    0.991456294288235540E+01   -0.296857825175721395E+02
    0.478536872086177567E+00    0.102845633027734458E+02   -0.294743066605904716E+02
    0.511843617022364694E+00    0.101062376636856825E+02   -0.294671256125224446E+02
    0.474706701446151513E+00    0.102944828279818665E+02   -0.294145905014694371E+02
    0.495523368144245246E+00    0.100400061148062747E+02   -0.287653908566383905E+02
    0.526632949168371112E+00    0.991234486625176103E+01   -0.287348973836833821E+02
    0.495523980249133300E+00    0.101993374329926247E+02   -0.287334944654186089E+02
    0.495708379069129845E+00    0.101975251434831407E+02   -0.286629161238647363E+02
    0.495555937213326136E+00    0.101964353668241365E+02   -0.284992096736161464E+02
    0.486834181846112879E+00    0.102393066727485760E+02   -0.284965407866640632E+02
    0.515515853554153081E+00    0.100659370181723737E+02   -0.284178383309626845E+02
    0.473824553066947707E+00    0.102675283632961651E+02   -0.282787675103162108E+02
    0.514686540753489519E+00    0.994712220364148436E+01   -0.282492039898979712E+02
    0.507067391202390083E+00    0.101243142823317243E+02   -0.282489084324052087E+02
    0.525560015722693064E+00    0.995809943983736900E+01   -0.281869045955548359E+02
    0.515439622939025899E+00    0.994601991066067370E+01   -0.281345307662895436E+02
    0.506447871731454446E+00    0.998713675543450208E+01   -0.280335308337273013E+02
    0.524886229791636350E+00    0.995117445112732923E+01   -0.279510831888683242E+02
    0.474588739510884094E+00    0.102519600415124934E+02   -0.279170010640849036E+02
    0.505519322932088011E+00    0.101299722426151426E+02   -0.279029767904832404E+02
    0.486482106724684948E+00    0.101142682237057002E+02   -0.277781508719475596E+02
    0.523225500364210228E+00    0.997226673982369505E+01   -0.276982346445728993E+02
    0.523508700321258291E+00    0.996493159808480300E+01   -0.276902856395773078E+02
    0.495860369552599045E+00    0.101844673283289282E+02   -0.276860597963271537E+02
    0.522330073286848995E+00    0.994313075053931072E+01   -0.276632844055428038E+02
    0.502881766145856002E+00    0.100107986875681654E+02   -0.276573912241916808E+02
    0.477742599001980128E+00    0.102481552091619612E+02   -0.275688152472868069E+02
    0.504911444069663151E+00    0.101282039948666736E+02   -0.274916032244819846E+02
    0.480293152901983267E+00    0.102431080792467668E+02   -0.274415964575052094E+02
    0.510660130509421384E+00    0.997661658099098148E+01   -0.274046276761925967E+02
    0.521905466797133566E+00    0.995682652131678836E+01   -0.273916379762605757E+02
    0.487827206825082738E+00    0.102179557000629408E+02   -0.273454774750943699E+02
    0.516619881361902511E+00    0.995722971755423103E+01   -0.273269822789700001E+02
    0.504091404764967943E+00    0.101310395635937844E+02   -0.273253583632761732E+02
    0.521604851939298841E+00    0.997402929690248286E+01   -0.273001916784405516E+02
    0.495258805344099828E+00    0.101819302786146828E+02   -0.272852274256160428E+02
    0.480061548365781632E+00    0.101809628790678381E+02   -0.272696260836169131E+02
    0.517681304793051300E+00    0.100258167583982392E+02   -0.272677658009304764E+02
    0.477853992700210672E+00    0.102325701717771409E+02   -0.272605239407103319E+02
    0.504183432972134082E+00    0.101291118654930514E+02   -0.272367440852812877E+02
    0.484496158871269178E+00    0.101401675393138788E+02   -0.272131036584091817E+02
    0.521077927568164290E+00    0.996451862139868183E+01   -0.272096092276849504E+02
    0.478406115313538272E+00    0.102056484055398506E+02   -0.272064131366760549E+02
    0.520954923586780638E+00    0.997693209299209727E+01   -0.271740002646161187E+02
    0.479561882052296107E+00    0.102334581400264284E+02   -0.271396084535156525E+02
    0.478980692760995308E+00    0.102003911848611537E+02   -0.271347205222210555E+02
    0.516551674192020194E+00    0.996249938988546191E+01   -0.271156010605284159E+02
    0.515104407213957449E+00    0.100458301907606931E+02   -0.271015837426931228E+02
    0.483799927615637171E+00    0.102272295017942199E+02   -0.270994703406726281E+02
    0.516536915944844410E+00    0.100325149932931375E+02   -0.270972443940981336E+02
    0.515004050107270461E+00    0.100461243246670513E+02   -0.270756579758576734E+02
    0.503694594739679369E+00    0.101297281324204178E+02   -0.270753860837724716E+02
    0.480649410920484077E+00    0.101809092281574181E+02   -0.270731770400594058E+02
    0.518262038388752400E+00    0.100138673589971710E+02   -0.270729300191108493E+02
    0.505070607278523820E+00    0.101198951099599128E+02   -0.270186935184470940E+02
    0.519719261739302274E+00    0.996861838730075789E+01   -0.270031573578402018E+02
    0.506004383723246187E+00    0.100053066993875746E+02   -0.269552217967254428E+02
    0.519747578945006006E+00    0.998134742693357424E+01   -0.269484782897588211E+02
    0.481596891734499821E+00    0.101756828356216111E+02   -0.269161100651149248E+02
    0.501610423083854506E+00    0.101392458599056710E+02   -0.268598791400980765E+02
    0.498101777807438251E+00    0.101591873573224269E+02   -0.268232289982823033E+02
    0.496323451328140819E+00    0.100614996945831656E+02   -0.268224756465187930E+02
    0.483899651130762276E+00    0.101553399806904707E+02   -0.268038151164853780E+02
    0.493136996928340010E+00    0.100831668366487719E+02   -0.267726998605620885E+02
    0.515673435446220130E+00    0.997400482250397502E+01   -0.267658497319092632E+02
    0.482246925701254714E+00    0.102199879514275693E+02   -0.267627027191209237E+02
    0.505660491924104671E+00    0.101112646479221659E+02   -0.267457162406526194E+02
    0.484247368042849624E+00    0.102170500889351814E+02   -0.267446665769214498E+02
    0.487177925507651932E+00    0.102076525341953008E+02   -0.266955317768575000E+02
    0.509995026265708251E+00    0.100790791421547326E+02   -0.266939902883167441E+02
    0.518012394111969088E+00    0.998157393858063102E+01   -0.266898580595126660E+02
    0.518012394111969088E+00    0.998157393858063102E+01   -0.266898580595126660E+02
    0.517308958476430214E+00    0.997861701221123099E+01   -0.266667634329410177E+02
    0.505318808780014894E+00    0.100138753182843487E+02   -0.266604126514687465E+02
    0.514136100786818595E+00    0.998009833957680925E+01   -0.266574743918936008E+02
    0.508062528688969062E+00    0.100014003471552009E+02   -0.266485569400184232E+02
    0.499431140910945759E+00    0.101479846556339481E+02   -0.266136483197361571E+02
    0.514003994010377330E+00    0.100432171351831379E+02   -0.266111123397102176E+02
    0.503258750290535684E+00    0.100253319739260185E+02   -0.266041146461500517E+02
