   -0.625321984291076660E+02   -0.886093497276306152E+02    0.188347061506124169E+01    0.503917220095415952E+00   -0.769488049456337285E+04   -0.460515351937698814E+01    1
   -0.748389840126037598E+02   -0.664636969566345215E+02    0.466840955341753169E-01    0.202456791422410215E+00   -0.715680249397990883E+04   -0.461515351937698259E+01    1
   -0.436594009399414062E+02   -0.909767150878906250E+02    0.416466916365896278E+01    0.160813649680745896E+01   -0.682878374186462042E+04   -0.462515351937698149E+01    1
   -0.992908596992492676E+02   -0.215045571327209473E+02    0.724178518826512074E-01    0.156556861959097926E+01   -0.679540620164792836E+04   -0.463515351937698661E+01    1
   -0.632125377655029297E+02   -0.703722476959228516E+02    0.516984606037542482E+00    0.663683355406584519E+00   -0.673364409761472962E+04   -0.464515351937698728E+01    1
   -0.157304883003234863E+02   -0.995769023895263672E+02    0.134818440166485087E+00    0.132078668363414059E+00   -0.657698636683366385E+04   -0.465515351937698174E+01    1
   -0.353401899337768555E+02   -0.838588953018188477E+02    0.108209710076174345E+00    0.194240742769204577E+01   -0.619581550628235436E+04   -0.466515351937698153E+01    1
   -0.248978376388549805E+02   -0.882232904434204102E+02    0.893857800572685268E+00    0.154924541734556676E+01   -0.609908475761587215E+04   -0.467515351937698398E+01    1
   -0.694051027297973633E+02   -0.653407573699951172E+02    0.310061047789867272E+01    0.775155440770316329E+01   -0.605577219910021449E+04   -0.468515351937698377E+01    1
   -0.188490986824035645E+02   -0.911325931549072266E+02    0.125265090684589853E+00    0.247608307220493185E+01   -0.601602323780024290E+04   -0.469515351937698444E+01    1
   -0.993243932723999023E+02    0.790336608886718750E+02    0.212266475405094371E-01    0.341567539371374462E+00   -0.594042527005957527E+04   -0.470515351937698423E+01    1
    0.995546102523803711E+02   -0.953288793563842773E+02    0.286339514798927067E-01    0.129733142383157869E-01   -0.587184813702846623E+04   -0.471515351937698135E+01    1
   -0.939278602600097656E+02    0.244344472885131836E+01    0.126877117285754890E-01    0.202580977946204843E+01   -0.583344001749219660E+04   -0.472515351937698025E+01    1
   -0.904992461204528809E+02   -0.600330710411071777E+02    0.147562602779482965E+00    0.283290261688446847E+02   -0.571552748272545614E+04   -0.473515351937698448E+01    1
   -0.945278644561767578E+02    0.867562174797058105E+02    0.232136227226303093E+01    0.150704457070990200E-01   -0.563557196060718616E+04   -0.474515351937698782E+01    1
   -0.783472418785095215E+02   -0.958844184875488281E+02    0.633297259658602982E+02    0.416806572750736670E+01   -0.528408131689896800E+04   -0.475515351937698494E+01    1
   -0.586224913597106934E+02   -0.913653850555419922E+02    0.754751597481172638E+02    0.468793826647346756E+00   -0.525033752509243459E+04   -0.476515351937698117E+01    1
   -0.462000370025634766E+02   -0.710995912551879883E+02    0.118730243230417347E+02    0.101559664649935738E-01   -0.517751511365092847E+04   -0.477515351937698451E+01    1
   -0.801449894905090332E+02    0.998908042907714844E+02    0.145527008388706441E+00    0.101511950326759297E-01   -0.512867934805069035E+04   -0.478515351937698341E+01    1
   -0.830027103424072266E+02    0.146632790565490723E+02    0.465372189567158145E+00    0.320218159617625953E+00   -0.494964795033208702E+04   -0.479515351937697876E+01    1
    0.671682834625244141E+02   -0.868758440017700195E+02    0.204588237518718019E-01    0.129563676487708779E+00   -0.487244433835450764E+04   -0.480515351937698032E+01    1
    0.890285134315490723E+02   -0.813221931457519531E+02    0.303973031292971221E-01    0.130300871076282992E+00   -0.481578493598656132E+04   -0.481515351937698277E+01    1
   -0.818869948387145996E+02    0.523353695869445801E+02    0.166965570029770534E-01    0.128514827472087315E-01   -0.464125916882865295E+04   -0.482515351937698345E+01    1
   -0.648705124855041504E+02   -0.180541157722473145E+02    0.190670580812456025E+01    0.269526873584341409E+00   -0.463025166675139644E+04   -0.483515351937698323E+01    1
   -0.742922663688659668E+02   -0.238504290580749512E+02    0.117457105267058681E+01    0.254702680741658973E+02   -0.446205961533550908E+04   -0.484515351937698480E+01    1
    0.664791941642761230E+02   -0.796926140785217285E+02    0.318584127399460471E+01    0.796840646276681164E+00   -0.443297034574158170E+04   -0.485515351937698814E+01    1
   -0.748567581176757812E+02    0.779064774513244629E+02    0.116180971080033890E+00    0.163122072854903266E+00   -0.443096440913849256E+04   -0.486515351937698437E+01    1
    0.177479982376098633E+02   -0.887051701545715332E+02    0.245560716374536376E+02    0.595819585043463196E+01   -0.440294255438663731E+04   -0.487515351937698149E+01    1
   -0.758632183074951172E+02    0.927274227142333984E+02    0.969730250999256554E-01    0.804806774992328400E+02   -0.436425836632051414E+04   -0.488515351937698572E+01    1
