    0.541781797270428171E+02    0.456018061172679268E+02    0.130963651662097895E+02    0.119476415126902911E+02    0.757876415803835357E-01   -0.723853176639006392E+03
    0.511175846072934519E+02    0.478890908197204226E+02    0.620835243851634466E+01    0.198316235760330351E+02   -0.869807948729772074E+00   -0.722294621540482467E+03
    0.479126195687065888E+02    0.526049127750401340E+02    0.118939314080334295E+02    0.122148946268075882E+02   -0.859835321622174797E+00   -0.721622636373262480E+03
    0.479051813607567567E+02    0.423166430544698358E+02    0.113704523878820449E+02    0.182470580805799045E+02   -0.165989947989217956E-01   -0.721355765040027904E+03
    0.500124457856071274E+02    0.540387033179047194E+02    0.158644382698609245E+02    0.156887026566980836E+02    0.649532971515069946E-01   -0.721317399618823970E+03
    0.436078703432060024E+02    0.465535560814842881E+02    0.134716988918396599E+02    0.153896084384683931E+02   -0.553574541357458538E+00   -0.720994372115718193E+03
    0.447022226576501112E+02    0.521718285443423611E+02    0.142166278341344121E+02    0.153173100744538147E+02   -0.999388869682029668E-01   -0.720784208470084877E+03
    0.460139127272827579E+02    0.534840143799769407E+02    0.140539880119024811E+02    0.132071703022490858E+02   -0.348106598657924704E+00   -0.720417949284038173E+03
    0.559566210839153939E+02    0.432464919263276215E+02    0.185838534894566330E+02    0.195446255095176298E+02   -0.271042843393095811E+00   -0.720355163133659062E+03
    0.472523479203428849E+02    0.440204104084720882E+02    0.193634057342723089E+02    0.175870107374201936E+02   -0.121717007290296442E+00   -0.720056824586554967E+03
    0.493493187156580575E+02    0.428571841223031527E+02    0.154604759199314472E+02    0.129719054462260086E+02   -0.394799946205588337E+00   -0.719893452921862149E+03
    0.506891003443936086E+02    0.484121885406655679E+02    0.207727254370514629E+02    0.167816592519052143E+02   -0.261594404418141746E-01   -0.719832495692843167E+03
    0.458328746035656422E+02    0.513475490130763887E+02    0.107095509182695281E+02    0.209091176256540017E+02   -0.418103298416326763E+00   -0.719831169686650128E+03
    0.549952275868175491E+02    0.462015678502065441E+02    0.191381748810184718E+02    0.138873946265604022E+02   -0.639701265974714106E+00   -0.719731477222561352E+03
    0.498647296236700868E+02    0.452499456754012783E+02    0.108006160110923926E+02    0.216054506975328522E+02   -0.760674035410737748E-01   -0.719652233194172027E+03
    0.474161690847548698E+02    0.479122851353595820E+02    0.167771125603137392E+02    0.216898030885831865E+02   -0.296304177117466816E-01   -0.719342436904455553E+03
    0.467918910390117446E+02    0.501320247850942167E+02    0.183883617602815050E+02    0.136937865245805526E+02   -0.716474488933688480E+00   -0.719267975854446490E+03
    0.497895981201428697E+02    0.498606700463298296E+02    0.956140722594794390E+01    0.146036195206011072E+02   -0.923762839404089986E+00   -0.719224984167899379E+03
    0.552603888811967181E+02    0.510351611787695276E+02    0.189370405195131539E+02    0.176089120454277470E+02   -0.450856130555787660E+00   -0.719167297924778495E+03
    0.519807954727021979E+02    0.503353763399720719E+02    0.166630599833624302E+02    0.116437329473830289E+02   -0.460897613639733250E+00   -0.718977429460145345E+03
    0.446494184984183562E+02    0.530316070106446489E+02    0.183038498889601975E+02    0.168433162330688226E+02   -0.489407080378996939E+00   -0.718962180504908019E+03
    0.457987211856485033E+02    0.501374460038385337E+02    0.156476905878968822E+02    0.128771351928812230E+02   -0.243014100329500771E+00   -0.718957686685218505E+03
    0.504620929197868975E+02    0.514829148042302336E+02    0.138760410735151662E+02    0.238632627793465559E+02   -0.239385735684451428E+00   -0.718906667720628093E+03
    0.528374446492707079E+02    0.483150130516200988E+02    0.840713808064220558E+01    0.168518102795292180E+02   -0.617696222118516380E+00   -0.718799142687715403E+03
    0.520330324671655546E+02    0.428248580243961214E+02    0.141285131498120879E+02    0.136956856524465067E+02   -0.328073269350690921E+00   -0.718745165189429258E+03
    0.462343403827076429E+02    0.512004260497036512E+02    0.192100258008898415E+02    0.144745547313459664E+02   -0.391680735152506454E+00   -0.718691621504294176E+03
    0.499664969083804351E+02    0.501315156015912464E+02    0.191303225594051334E+02    0.129951455581235162E+02   -0.530912676768963254E+00   -0.718545093915181837E+03
    0.501982811288522441E+02    0.421154126820993895E+02    0.160210103092071314E+02    0.216816046692061875E+02   -0.371401078964345599E+00   -0.718530019372497691E+03
    0.477670690775671005E+02    0.443628293606360273E+02    0.155149944689308441E+02    0.141939351370650346E+02   -0.617556409034632381E+00   -0.718526321428594201E+03
    0.470484597423926800E+02    0.456045251922451769E+02    0.196619430006945919E+02    0.182990574652876425E+02   -0.264233921133254168E+00   -0.718524465660177839E+03
    0.553073534591670750E+02    0.456543785894374992E+02    0.160121536455809448E+02    0.144368183096693965E+02   -0.213557800761678296E+00   -0.718509436073727102E+03
    0.567613523334810850E+02    0.472556515121977156E+02    0.170100267386019510E+02    0.157412121254829742E+02   -0.388375422929640113E+00   -0.718474768600317134E+03
    0.494251463521058554E+02    0.512921261573558525E+02    0.207418216296654379E+02    0.189882367015441176E+02   -0.335674370166150871E+00   -0.718471187616863290E+03
    0.549524704708782679E+02    0.451474251544624394E+02    0.110410447948317181E+02    0.183720433578146256E+02   -0.415359765390798996E+00   -0.718457417300173120E+03
    0.495576926283548573E+02    0.459190494213033276E+02    0.149075414451378538E+02    0.241452961721874431E+02   -0.604242540764476033E+00   -0.718411081092331074E+03
    0.481920783710472165E+02    0.445494175093336651E+02    0.128119533607902483E+02    0.139442212721635492E+02   -0.193247943910410447E+00   -0.718352735780670969E+03
    0.518742514199217339E+02    0.442495144582856028E+02    0.130618953006894909E+02    0.192466128604981037E+02   -0.842756457189748676E+00   -0.718307118587871969E+03
    0.488953497868352258E+02    0.479557181525118779E+02    0.991085292422621933E+01    0.200671238536617551E+02   -0.769371089005753794E+00   -0.718295648716000869E+03
    0.520215049147502668E+02    0.466840303970098773E+02    0.176504519574801222E+02    0.207790823284368180E+02   -0.768886532053620897E-01   -0.718251416347438408E+03
    0.562172023529019498E+02    0.454549669531043889E+02    0.135684434410535566E+02    0.189455627866329372E+02   -0.420718746351957495E+00   -0.718245214695182085E+03
    0.544427803984141576E+02    0.476891757002861993E+02    0.103113910041482271E+02    0.158837076198587042E+02   -0.524419516496872795E+00   -0.718136332386948538E+03
    0.458539317603889742E+02    0.473252715942140583E+02    0.190471521817030975E+02    0.193422876751654904E+02   -0.530529365639861417E+00   -0.718080559184387084E+03
    0.481967931696967753E+02    0.510500682854216166E+02    0.114019060836057609E+02    0.132670010858972756E+02   -0.707520768245482712E+00   -0.718077968515794282E+03
    0.497149008059431594E+02    0.516605353978122821E+02    0.129781267126041566E+02    0.126866619166580747E+02   -0.290637014991946829E+00   -0.718073884817078806E+03
    0.500398146010601863E+02    0.485589637054475816E+02    0.884773188578067327E+01    0.199255119720183416E+02   -0.491428869588810602E+00   -0.717976446956695668E+03
    0.499093623451903454E+02    0.452312652264772339E+02    0.134570589291130105E+02    0.145281439749089998E+02   -0.342965375990261778E-01   -0.717930225284450671E+03
    0.508918390476768536E+02    0.523087330416321379E+02    0.164036750700013840E+02    0.176927036614238347E+02   -0.443863784638953707E-01   -0.717857524995519498E+03
    0.487994697592145315E+02    0.476216324542331506E+02    0.117109602894483071E+02    0.222287649536433634E+02   -0.250185804704010639E+00   -0.717832131110383102E+03
    0.506214366484266236E+02    0.542204591858030653E+02    0.154183063562255906E+02    0.167510972777086167E+02   -0.258598644086987295E+00   -0.717798228539355478E+03
    0.545690365252261813E+02    0.476891618751178612E+02    0.112876395139975898E+02    0.186138550307915658E+02   -0.617929263864190004E+00   -0.717797010366809104E+03
    0.503616736139047134E+02    0.527602523214600296E+02    0.105480021549651983E+02    0.164351797158858268E+02   -0.645459643215901768E+00   -0.717784439475179965E+03
    0.476825936504910430E+02    0.493876557684745023E+02    0.134939501058810372E+02    0.169105037879106384E+02   -0.870874652518656145E+00   -0.717776595075205364E+03
    0.503628352829713037E+02    0.455723610089211491E+02    0.143683700595079600E+02    0.164409632016348510E+02    0.473416106323554242E-01   -0.717756400634089800E+03
    0.490677999662572120E+02    0.529188958915306387E+02    0.125392310079560119E+02    0.216908191049368462E+02   -0.334490024442105294E+00   -0.717754786158935531E+03
    0.515445733495604088E+02    0.436141343213012647E+02    0.117706899728117627E+02    0.179440927172531666E+02   -0.155222015377008193E+00   -0.717741914411197740E+03
    0.497305884902926607E+02    0.419065665629650255E+02    0.143405836320454743E+02    0.175073555837624966E+02   -0.500965157814041828E+00   -0.717729620293912831E+03
    0.529415331145616790E+02    0.415114807858203960E+02    0.149628457369272763E+02    0.180573967366539847E+02   -0.485605035250374240E+00   -0.717724004988870547E+03
    0.534976907679238707E+02    0.465460053218365033E+02    0.116517617322745277E+02    0.215205171233425041E+02   -0.426884862726392145E+00   -0.717722886709008208E+03
    0.517588471862783024E+02    0.480714483128602410E+02    0.104189388635557876E+02    0.178209173433294978E+02   -0.834625601419543006E-01   -0.717714308616343715E+03
    0.508002373502285707E+02    0.530041039912630367E+02    0.129451780324909134E+02    0.174275997815536599E+02   -0.733052002967679028E+00   -0.717690970957443255E+03
    0.495195556024264931E+02    0.497251456278013961E+02    0.116163089515395246E+02    0.210490938410900306E+02   -0.134905102199362803E+00   -0.717626644399740940E+03
    0.553513290126291793E+02    0.501848492386141629E+02    0.146141222659206171E+02    0.183380788975522293E+02   -0.498952327851863053E+00   -0.717625325590768171E+03
    0.456147654226679720E+02    0.461685407892383637E+02    0.147518118486851559E+02    0.153286607863240238E+02   -0.277756862438172991E+00   -0.717599708875669307E+03
    0.480774839287283839E+02    0.428082903905579997E+02    0.137499351970114247E+02    0.175588225396960773E+02   -0.354791732981188268E+00   -0.717599218244907206E+03
    0.515923416098695782E+02    0.490725336179491762E+02    0.942655055888545057E+01    0.143123449764491557E+02   -0.499055594856212537E+00   -0.717585018975002868E+03
    0.498295806632133065E+02    0.535385887210146336E+02    0.131220052743732332E+02    0.183529894897372650E+02   -0.164522601359877174E+00   -0.717542705071153136E+03
    0.489298972665426106E+02    0.541620039913439655E+02    0.128254743266914222E+02    0.163234347402117379E+02   -0.572144471496737306E+00   -0.717527489234161294E+03
    0.522493854110284985E+02    0.504952516775716163E+02    0.126872440874045935E+02    0.176362887489827536E+02   -0.805115355355883522E+00   -0.717522381683453204E+03
    0.476508791589801319E+02    0.522098072744682611E+02    0.185166125571563285E+02    0.170177280537243334E+02   -0.271737916036417726E+00   -0.717508386048452508E+03
    0.490152334454455172E+02    0.427189554302487693E+02    0.151827920749983303E+02    0.187906748057466721E+02   -0.247121895167368266E+00   -0.717458716741980083E+03
    0.528465743942780364E+02    0.510783154596426527E+02    0.132378214178695526E+02    0.195957100616370816E+02   -0.694966025721128977E+00   -0.717458483920990943E+03
    0.494406685531604069E+02    0.483068394379967856E+02    0.957987114559492348E+01    0.140318742117244319E+02   -0.422367397374802112E+00   -0.717448898958184714E+03
