    0.511389869207827701E+02    0.398587142245247037E+02    0.112773251786915250E+02    0.163941814401528774E+02   -0.724778233629009037E+03
    0.453082955890101005E+02    0.515442829835727991E+02    0.164158926578016846E+02    0.117313369812679014E+02   -0.724501019514217319E+03
    0.483313945311626014E+02    0.516565758247228359E+02    0.224814804020160039E+02    0.162440744083773225E+02   -0.723666695585054981E+03
    0.485668614819887239E+02    0.418937609982483821E+02    0.128978776290337294E+02    0.238302008945590451E+02   -0.723429512212558848E+03
    0.502901373053076952E+02    0.440526777214012100E+02    0.150245151815847162E+02    0.113899559549179727E+02   -0.723021914700984098E+03
    0.514428890910190262E+02    0.497534275533892014E+02    0.217881473114070552E+02    0.137620382323978685E+02   -0.723018990922145235E+03
    0.475300381055672858E+02    0.540633504032091707E+02    0.138456771591333290E+02    0.136106084204332625E+02   -0.723010859308245585E+03
    0.513290109877868019E+02    0.555144304366405947E+02    0.119426825861903048E+02    0.158617067311422844E+02   -0.722996748181408634E+03
    0.553905509470348250E+02    0.422175438470346762E+02    0.143245030130780346E+02    0.189246266184656022E+02   -0.722759950691131394E+03
    0.465236359974427103E+02    0.455183920952417793E+02    0.176264355479308286E+02    0.122063642493237570E+02   -0.722756428137051216E+03
    0.465214608592237084E+02    0.507404774687467750E+02    0.996960656867985406E+01    0.204956748381374254E+02   -0.722483965407082451E+03
    0.464222946580485427E+02    0.514387857700372138E+02    0.113465261129613744E+02    0.135293949514379346E+02   -0.722483914315087191E+03
    0.469223405971831369E+02    0.460214016997741453E+02    0.100432437157842234E+02    0.136429160852793476E+02   -0.722473642905607448E+03
    0.571504087982165458E+02    0.496304588866114216E+02    0.187050817699789356E+02    0.176197767512409946E+02   -0.722428200489670644E+03
    0.467450861594981006E+02    0.537438702848801313E+02    0.112088687375731197E+02    0.191212741967885620E+02   -0.722362226210926906E+03
    0.541096424065681560E+02    0.545487088864703651E+02    0.127247565527955597E+02    0.189337351025249632E+02   -0.722304671577654858E+03
    0.519925516713435911E+02    0.551199289014749070E+02    0.121795183528407343E+02    0.207830871987703070E+02   -0.722210789561998126E+03
    0.542598350704520840E+02    0.430218749915412673E+02    0.117263132264169521E+02    0.167624609331949088E+02   -0.722056309986886504E+03
    0.536845569588218154E+02    0.507490845910678559E+02    0.104436078824516922E+02    0.139220901291635588E+02   -0.721950633860876792E+03
    0.443818616805278907E+02    0.493354695167613500E+02    0.178340213399155729E+02    0.142389048312083251E+02   -0.721931021544410896E+03
    0.476905026378996126E+02    0.438020236864692833E+02    0.178136630148907145E+02    0.138354588867432309E+02   -0.721826881855117222E+03
    0.523583660577052683E+02    0.487475395675512289E+02    0.172830568847629351E+02    0.113819920662313656E+02   -0.721812953953524811E+03
    0.485948178660621295E+02    0.465320610747047851E+02    0.829525846826413371E+01    0.187227082555065643E+02   -0.721706890319438230E+03
    0.453174761750911728E+02    0.494638009413400539E+02    0.128329193873600023E+02    0.213169780046955566E+02   -0.721609551541249175E+03
    0.494303437216908890E+02    0.556277597127444210E+02    0.141491748516001827E+02    0.196652626725325597E+02   -0.721562313192846091E+03
    0.523102324917349506E+02    0.462142247757979874E+02    0.160466400229386572E+02    0.241739386275633734E+02   -0.721529398957128706E+03
    0.462981800698229335E+02    0.520701071370916964E+02    0.175053624109508057E+02    0.210604037163341857E+02   -0.721391437142362520E+03
    0.517990655660890411E+02    0.420630825115545406E+02    0.168602663079734754E+02    0.208951577648971671E+02   -0.721385095847263528E+03
    0.505599191625607318E+02    0.553307090757475635E+02    0.128145627177601611E+02    0.178253891421175226E+02   -0.721368443474019841E+03
    0.456925236941241906E+02    0.444242241730980538E+02    0.122105046453147796E+02    0.163251159512674242E+02   -0.721342166633898273E+03
