1.328623360000000000e+09 2.080464839935302734e+00
1.336417024000000000e+09 2.040895938873291016e+00
1.344627072000000000e+09 2.026670217514038086e+00
1.352667008000000000e+09 2.047405958175659180e+00
1.360512256000000000e+09 2.012849569320678711e+00
1.368537856000000000e+09 1.991894364356994629e+00
1.376025984000000000e+09 1.980059742927551270e+00
1.385534720000000000e+09 1.954822063446044922e+00
1.392549376000000000e+09 1.964745402336120605e+00
1.400534400000000000e+09 1.974939465522766113e+00
1.408534400000000000e+09 1.933966517448425293e+00
1.416537344000000000e+09 1.948769569396972656e+00
1.423940352000000000e+09 1.953543782234191895e+00
1.434015872000000000e+09 1.908667206764221191e+00
1.451531776000000000e+09 1.915214896202087402e+00
1.454028928000000000e+09 1.894416928291320801e+00
1.464643328000000000e+09 1.913885831832885742e+00
1.472109824000000000e+09 1.891770720481872559e+00
1.480890368000000000e+09 1.879542112350463867e+00
1.488158336000000000e+09 1.900473833084106445e+00
1.497044096000000000e+09 1.887220978736877441e+00
1.514003456000000000e+09 1.898019433021545410e+00
1.520486912000000000e+09 1.884947657585144043e+00
1.632530560000000000e+09 1.835699319839477539e+00
1.640496000000000000e+09 1.812538266181945801e+00
1.648511616000000000e+09 1.809307456016540527e+00
1.656487936000000000e+09 1.827986836433410645e+00
1.664605568000000000e+09 1.818095088005065918e+00
1.672459904000000000e+09 1.801471590995788574e+00
1.680577920000000000e+09 1.805049061775207520e+00
1.688204928000000000e+09 1.749931454658508301e+00
1.696845312000000000e+09 1.809055328369140625e+00
1.704867456000000000e+09 1.782568812370300293e+00
1.712038912000000000e+09 1.749148011207580566e+00
1.720536576000000000e+09 1.793173551559448242e+00
1.728539776000000000e+09 1.792540431022644043e+00
1.736500992000000000e+09 1.759883999824523926e+00
1.744550656000000000e+09 1.759015560150146484e+00
1.752512768000000000e+09 1.774861335754394531e+00
1.760530048000000000e+09 1.771402955055236816e+00
1.768516864000000000e+09 1.759439349174499512e+00
1.776519680000000000e+09 1.735846757888793945e+00
1.784533120000000000e+09 1.754942655563354492e+00
1.792639744000000000e+09 1.767463922500610352e+00
1.800515584000000000e+09 1.749530315399169922e+00
1.808544256000000000e+09 1.719987988471984863e+00
1.816525824000000000e+09 1.749593496322631836e+00
1.824528640000000000e+09 1.753043055534362793e+00
1.832532096000000000e+09 1.728840827941894531e+00
1.840027008000000000e+09 1.728636503219604492e+00
1.848532992000000000e+09 1.729888916015625000e+00
1.856515584000000000e+09 1.739318847656250000e+00
1.864538496000000000e+09 1.709654688835144043e+00
1.872501888000000000e+09 1.691981196403503418e+00
1.880497792000000000e+09 1.691924214363098145e+00
1.888263552000000000e+09 1.733970999717712402e+00
1.896410880000000000e+09 1.685767769813537598e+00
1.904706560000000000e+09 1.652224659919738770e+00
1.912601216000000000e+09 1.719928026199340820e+00
1.920851968000000000e+09 1.682767271995544434e+00
1.928531584000000000e+09 1.667508482933044434e+00
1.936529152000000000e+09 1.671149134635925293e+00
1.944036736000000000e+09 1.668925046920776367e+00
1.952533504000000000e+09 1.700021624565124512e+00
1.960545792000000000e+09 1.683662295341491699e+00
1.968030592000000000e+09 1.657147288322448730e+00
1.976570240000000000e+09 1.671984076499938965e+00
1.984537088000000000e+09 1.701425671577453613e+00
1.992553856000000000e+09 1.628805160522460938e+00
2.000539136000000000e+09 1.602553725242614746e+00
2.008448128000000000e+09 1.611622095108032227e+00
2.016559360000000000e+09 1.595821380615234375e+00
2.024536064000000000e+09 1.595296621322631836e+00
2.032531712000000000e+09 1.596081018447875977e+00
2.040550784000000000e+09 1.583221435546875000e+00
2.048503552000000000e+09 1.611684679985046387e+00
2.056533888000000000e+09 1.605797290802001953e+00
2.064540672000000000e+09 1.563338041305541992e+00
2.072487296000000000e+09 1.576222419738769531e+00
2.080622464000000000e+09 1.571176886558532715e+00
2.088516864000000000e+09 1.556702852249145508e+00
2.096050560000000000e+09 1.542483687400817871e+00
2.104019584000000000e+09 1.508039712905883789e+00
2.112884992000000000e+09 1.551923871040344238e+00
2.120859776000000000e+09 1.539984345436096191e+00
2.128847104000000000e+09 1.530480265617370605e+00
2.136757504000000000e+09 1.513611078262329102e+00
2.144907648000000000e+09 1.519170165061950684e+00
2.152816896000000000e+09 1.521014809608459473e+00
2.160798464000000000e+09 1.487568736076354980e+00
2.168786688000000000e+09 1.513356447219848633e+00
2.176772352000000000e+09 1.510077238082885742e+00
2.184853760000000000e+09 1.481480598449707031e+00
2.200878080000000000e+09 1.467092394828796387e+00
2.208809984000000000e+09 1.471594691276550293e+00
2.224320000000000000e+09 1.465803980827331543e+00
2.233242880000000000e+09 1.458389043807983398e+00
2.240763648000000000e+09 1.442232728004455566e+00
2.248843264000000000e+09 1.448411226272583008e+00
2.256944384000000000e+09 1.436514973640441895e+00
2.264840704000000000e+09 1.444032430648803711e+00
2.272807680000000000e+09 1.448153257369995117e+00
2.280920064000000000e+09 1.413884997367858887e+00
2.288825600000000000e+09 1.441396951675415039e+00
2.296717312000000000e+09 1.441197395324707031e+00
2.304837888000000000e+09 1.412495017051696777e+00
2.312875776000000000e+09 1.453702211380004883e+00
2.320858368000000000e+09 1.418438076972961426e+00
2.328814592000000000e+09 1.430537343025207520e+00
2.336843264000000000e+09 1.437363266944885254e+00
2.344924416000000000e+09 1.407691240310668945e+00
2.352278528000000000e+09 1.421518921852111816e+00
2.360579328000000000e+09 1.411393642425537109e+00
2.368509696000000000e+09 1.401196718215942383e+00
2.376553984000000000e+09 1.404304027557373047e+00
2.384535808000000000e+09 1.418255090713500977e+00
2.392516352000000000e+09 1.415450334548950195e+00
2.400572672000000000e+09 1.387326002120971680e+00
2.408503808000000000e+09 1.403800487518310547e+00
2.416522496000000000e+09 1.403387904167175293e+00
2.424580352000000000e+09 1.387465476989746094e+00
2.432505088000000000e+09 1.397314786911010742e+00
