-1.995000000000000000e+03 3.498254267650663038e-03 -8.928811959217391320e-03
-1.985000000000000000e+03 6.069661016571967389e-03 -1.384575700885427689e-02
-1.975000000000000000e+03 7.314611374254572154e-03 -1.727764195557782850e-02
-1.965000000000000000e+03 7.478492959542936205e-03 -1.869228881968267031e-02
-1.955000000000000000e+03 6.969014079689488453e-03 -1.782239422916491803e-02
-1.945000000000000000e+03 6.282259414056666665e-03 -1.471616399402338182e-02
-1.935000000000000000e+03 5.915952529338319200e-03 -9.744385363851667051e-03
-1.925000000000000000e+03 6.283821948645861716e-03 -3.562008962652182115e-03
-1.915000000000000000e+03 7.644736395090842053e-03 2.971081076336776292e-03
-1.905000000000000000e+03 1.005785327350281790e-02 8.899464860342673131e-03
-1.895000000000000000e+03 1.337080522031718587e-02 1.329668865818693993e-02
-1.885000000000000000e+03 1.724261702202512653e-02 1.538760053324688022e-02
-1.875000000000000000e+03 2.119746341696426145e-02 1.465158184926589752e-02
-1.865000000000000000e+03 2.470044962776013486e-02 1.089254421841827879e-02
-1.855000000000000000e+03 2.724311425118379135e-02 4.266400625185075637e-03
-1.845000000000000000e+03 2.842487351030368453e-02 -4.737158771424485049e-03
-1.835000000000000000e+03 2.801737417715314746e-02 -1.535528633979536817e-02
-1.825000000000000000e+03 2.600156368802494788e-02 -2.664584809010321978e-02
-1.815000000000000000e+03 2.257174500146283402e-02 -3.760104057215882256e-02
-1.805000000000000000e+03 1.810622617565267947e-02 -4.726498004033154871e-02
-1.795000000000000000e+03 1.310952855594306118e-02 -5.483958986604471619e-02
-1.785000000000000000e+03 8.135616998266514618e-03 -5.976548067486847637e-02
-1.775000000000000000e+03 3.704542319978170600e-03 -6.176870992270907385e-02
-1.765000000000000000e+03 2.257852431346133479e-04 -6.086961171788976555e-02
-1.755000000000000000e+03 -2.059657379925158502e-03 -5.735544625987125389e-02
-1.745000000000000000e+03 -3.109568320044107156e-03 -5.172356982872972075e-02
-1.735000000000000000e+03 -3.078853943419691645e-03 -4.460544335596922094e-02
-1.725000000000000000e+03 -2.286765723665236307e-03 -3.668359894655966874e-02
-1.715000000000000000e+03 -1.158767775908385502e-03 -2.861350255510481874e-02
-1.705000000000000000e+03 -1.527398991431554544e-04 -2.096024946503114578e-02
-1.695000000000000000e+03 3.185053983045716850e-04 -1.415665756633644086e-02
-1.685000000000000000e+03 -4.390785480592606667e-05 -8.485232674805795114e-03
-1.675000000000000000e+03 -1.375309439360203291e-03 -4.082403770083460615e-03
-1.665000000000000000e+03 -3.624465341659308375e-03 -9.600518943133878446e-04
-1.655000000000000000e+03 -6.560091544875143801e-03 9.627891687143407028e-04
-1.645000000000000000e+03 -9.805108024290361268e-03 1.825818821662874994e-03
-1.635000000000000000e+03 -1.289255160212705864e-02 1.797831673292495059e-03
-1.625000000000000000e+03 -1.533389967105804573e-02 1.056346352864878700e-03
-1.615000000000000000e+03 -1.668899053329347959e-02 -2.215496455473225229e-04
-1.605000000000000000e+03 -1.662695655885538387e-02 -1.858171379062805492e-03
-1.595000000000000000e+03 -1.496950419497395691e-02 -3.667574412566800869e-03
-1.585000000000000000e+03 -1.171109240952299298e-02 -5.446371492115490917e-03
-1.575000000000000000e+03 -7.014486673953968486e-03 -6.968453884025968201e-03
-1.565000000000000000e+03 -1.184110590850621404e-03 -7.988068679463177640e-03
-1.555000000000000000e+03 5.377082146071437974e-03 -8.253655822731985336e-03
-1.545000000000000000e+03 1.221936188111109357e-02 -7.532156215589650219e-03
-1.535000000000000000e+03 1.889808812571782196e-02 -5.640722941326174918e-03
-1.525000000000000000e+03 2.501800737207124717e-02 -2.480482739670682776e-03
-1.515000000000000000e+03 3.026440223050818473e-02 1.934302138446352196e-03
-1.505000000000000000e+03 3.441841378515855115e-02 7.458320246557418633e-03
-1.495000000000000000e+03 3.735698774576424325e-02 1.381382902477694755e-02
-1.485000000000000000e+03 3.904065110864267385e-02 2.060855655076831300e-02
-1.475000000000000000e+03 3.949420544727551274e-02 2.737236820192279901e-02
-1.465000000000000000e+03 3.878610707411350028e-02 3.360875392163049230e-02
-1.455000000000000000e+03 3.701171640160016291e-02 3.885424693551294689e-02
-1.445000000000000000e+03 3.428391446261366826e-02 4.273699134739813998e-02
-1.435000000000000000e+03 3.073219474364590267e-02 4.502523289922699679e-02
-1.425000000000000000e+03 2.650877226738764664e-02 4.565766313009449184e-02
-1.415000000000000000e+03 2.179807262799405773e-02 4.475016645631131607e-02
-1.405000000000000000e+03 1.682465847255681241e-02 4.257719802534068454e-02
-1.395000000000000000e+03 1.185453324231192616e-02 3.953014957966727305e-02
-1.385000000000000000e+03 7.185906483984575224e-03 3.605893231740969068e-02
-1.375000000000000000e+03 3.127726736679717172e-03 3.260593407514401909e-02
-1.365000000000000000e+03 -3.282921441642564810e-05 2.954295281954692418e-02
-1.355000000000000000e+03 -2.069751782733939179e-03 2.712137447039267291e-02
-1.345000000000000000e+03 -2.857887740838536278e-03 2.544375965079977500e-02
-1.335000000000000000e+03 -2.404995847630365686e-03 2.446145080798408505e-02
-1.325000000000000000e+03 -8.683798186972067771e-04 2.399839040179858884e-02
-1.315000000000000000e+03 1.449960707856845108e-03 2.379680149451897375e-02
-1.305000000000000000e+03 4.132580321354994979e-03 2.357651273075951973e-02
-1.295000000000000000e+03 6.699070619381064344e-03 2.309720148809129084e-02
-1.285000000000000000e+03 8.676247996043237251e-03 2.221215215322487266e-02
-1.275000000000000000e+03 9.676665286359140486e-03 2.090344280024588122e-02
-1.265000000000000000e+03 9.473461494414994050e-03 1.929160054739311250e-02
-1.255000000000000000e+03 8.058781790692758767e-03 1.761720035334096365e-02
-1.245000000000000000e+03 5.674332343815912186e-03 1.619688005491961430e-02
-1.235000000000000000e+03 2.806023534965913085e-03 1.536094517765753363e-02
-1.225000000000000000e+03 1.396834727600131142e-04 1.538330968610153622e-02
-1.215000000000000000e+03 -1.519232734681202294e-03 1.641630789567906368e-02
-1.205000000000000000e+03 -1.353077125310524599e-03 1.844255618021494250e-02
-1.195000000000000000e+03 1.347225973901868944e-03 2.125354219017879659e-02
-1.185000000000000000e+03 7.064998246461138241e-03 2.446034729903821120e-02
-1.175000000000000000e+03 1.596177011193740392e-02 2.753655445929097459e-02
-1.165000000000000000e+03 2.781790609495526923e-02 2.988785274123896551e-02
-1.155000000000000000e+03 4.202087113610620400e-02 3.093807074149377764e-02
-1.145000000000000000e+03 5.760568191862519560e-02 3.021819550256136383e-02
-1.135000000000000000e+03 7.334468818912362464e-02 2.744394818637886993e-02
-1.125000000000000000e+03 8.787658029352933553e-02 2.256891703805697508e-02
-1.115000000000000000e+03 9.985854615728415040e-02 1.580390771855563065e-02
-1.105000000000000000e+03 1.081217574314616292e-01 7.598489950213636011e-03
-1.095000000000000000e+03 1.118094743523496415e-01 -1.413170233691606265e-03
-1.085000000000000000e+03 1.104792084224868465e-01 -1.049422360576374516e-02
-1.075000000000000000e+03 1.041552822115116295e-01 -1.890218206921309707e-02
-1.065000000000000000e+03 9.332505091741621905e-02 -2.598588244078373077e-02
-1.055000000000000000e+03 7.887995019581664491e-02 -3.126708589574477004e-02
-1.045000000000000000e+03 6.201019943763543679e-02 -3.449393656003619385e-02
-1.035000000000000000e+03 4.406824449771974683e-02 -3.565820072710414179e-02
-1.025000000000000000e+03 2.641991963017107509e-02 -3.497432353040412500e-02
-1.015000000000000000e+03 1.030327615588004682e-02 -3.282483980998150003e-02
-1.005000000000000000e+03 -3.287030316698507943e-03 -2.968244095363216720e-02
-9.950000000000000000e+02 -1.367658838504992071e-02 -2.602301536908722263e-02
-9.850000000000000000e+02 -2.054261024449515957e-02 -2.224551579810018012e-02
-9.750000000000000000e+02 -2.390035190778436527e-02 -1.861324723358924113e-02
-9.650000000000000000e+02 -2.405181175721051237e-02 -1.522728111714477181e-02
-9.550000000000000000e+02 -2.150908723239124826e-02 -1.203681521881184817e-02
-9.450000000000000000e+02 -1.690751726432806676e-02 -8.884410992297191167e-03
-9.350000000000000000e+02 -1.092370828661829406e-02 -5.577350954277613543e-03
-9.250000000000000000e+02 -4.210841775362812039e-03 -1.971067238446094858e-03
-9.150000000000000000e+02 2.641130767484290744e-03 1.952310456934289304e-03
-9.050000000000000000e+02 9.118737470793909089e-03 6.027150533534888360e-03
-8.950000000000000000e+02 1.477594955544219227e-02 9.882942312964028420e-03
-8.850000000000000000e+02 1.921192104905977693e-02 1.296619814962139683e-02
-8.750000000000000000e+02 2.204728442996801291e-02 1.460592200356237644e-02
-8.650000000000000000e+02 2.291087378754829221e-02 1.411488879125905559e-02
-8.550000000000000000e+02 2.144615464136734317e-02 1.091184638247390606e-02
-8.450000000000000000e+02 1.734181569320209643e-02 4.644816948872379503e-03
-8.350000000000000000e+02 1.038481784946211281e-02 -4.706102251651000587e-03
-8.250000000000000000e+02 5.278866573589762606e-04 -1.676619707146241242e-02
-8.150000000000000000e+02 -1.204175391885873789e-02 -3.075829100879724776e-02
-8.050000000000000000e+02 -2.684855217975538194e-02 -4.555596765301355572e-02
-7.950000000000000000e+02 -4.310578449516335592e-02 -5.979465030392018543e-02
-7.850000000000000000e+02 -5.973645445006598581e-02 -7.202776123578558121e-02
-7.750000000000000000e+02 -7.544445284263547047e-02 -8.090722077030711168e-02
-7.650000000000000000e+02 -8.883423433312144513e-02 -8.536257009385944672e-02
-7.550000000000000000e+02 -9.856831029892650087e-02 -8.475194794119388086e-02
-7.450000000000000000e+02 -1.035437520886568624e-01 -7.896134025979895110e-02
-7.350000000000000000e+02 -1.030631502380994213e-01 -6.843558524186003911e-02
-7.250000000000000000e+02 -9.697328540704154565e-02 -5.413453601827598882e-02
-7.150000000000000000e+02 -8.574680932641605413e-02 -3.741904218467846654e-02
-7.050000000000000000e+02 -7.048850842982554155e-02 -1.988222805995124021e-02
-6.950000000000000000e+02 -5.285751669804814729e-02 -3.150162604042005838e-03
-6.850000000000000000e+02 -3.490881380457374478e-02 1.131900980587059562e-02
-6.750000000000000000e+02 -1.886970512204136363e-02 2.240795901937130477e-02
-6.650000000000000000e+02 -6.877778525900320010e-03 2.945979673132526760e-02
-6.550000000000000000e+02 -7.142610727723250558e-04 3.232747746240551001e-02
-6.450000000000000000e+02 -1.569396169645553493e-03 3.134711975412800278e-02
-6.350000000000000000e+02 -9.873758342668867080e-03 2.724152514769032432e-02
-6.250000000000000000e+02 -2.522147674231708242e-02 2.097134464942686238e-02
-6.150000000000000000e+02 -4.639914701298710614e-02 1.355969849701679428e-02
-6.050000000000000000e+02 -7.151948268822606869e-02 5.920169898356035694e-03
-5.950000000000000000e+02 -9.824366529650838120e-02 -1.282778497828500255e-03
-5.850000000000000000e+02 -1.240632044999278594e-01 -7.717700847847212657e-03
-5.750000000000000000e+02 -1.466029941013490823e-01 -1.340090770013268977e-02
-5.650000000000000000e+02 -1.639036572106035428e-01 -1.864078875578786820e-02
-5.550000000000000000e+02 -1.746438996880711747e-01 -2.392304044612871688e-02
-5.450000000000000000e+02 -1.782721630941639102e-01 -2.975892081740712930e-02
-5.350000000000000000e+02 -1.750301748928518586e-01 -3.652576870526886427e-02
-5.250000000000000000e+02 -1.658670521455231084e-01 -4.433112400708510287e-02
-5.150000000000000000e+02 -1.522589698298062733e-01 -5.292836141434734132e-02
-5.050000000000000000e+02 -1.359635085280342937e-01 -6.170322178057267848e-02
